"global_index","순번","문제 파일명","정답 파일명","통합사회 1권/2권","대단원","소단원 (자세한)","기존 사탐 범주","내신 난이도 (상,중,하)","정답율%","기출문제 유무 (Y/N)","태그 (쉼표구분)","출처"
"911","497",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","59","Y","수입과 지출 및 신용 관리","2022년 7월 학평 2번"
"912","498",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","59","Y","수입과 지출 및 신용 관리","2023학년도 6월 모평 9번"
"913","499",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","95","Y","수입과 지출 및 신용 관리","2021학년도 9월 모평 3번"
"914","500",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","77","Y","수입과 지출 및 신용 관리","2022학년도 6월 모평 11번"
"915","501",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","53","Y","수입과 지출 및 신용 관리","2024년 7월 학평 12번"
"916","502",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","60","Y","수입과 지출 및 신용 관리","2021년 4월 학평 20번"
"917","503",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","92","Y","수입과 지출 및 신용 관리","2024학년도 6월 모평 3번"
"918","504",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","43","Y","수입과 지출 및 신용 관리","2023년 4월 학평 19번"
"919","505",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","41","Y","수입과 지출 및 신용 관리","2020년 4월 학평 19번"
"920","506",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","47","Y","수입과 지출 및 신용 관리","2023년 7월 학평 8번"
"921","507",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","상","29","Y","수입과 지출 및 신용 관리","2019년 4월 학평 3번"
"922","508",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","46","Y","수입과 지출 및 신용 관리","2021년 10월 학평 20번"
"923","509",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","47","Y","수입과 지출 및 신용 관리","2022년 10월 학평 12번"
"924","510",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","60","Y","금융과 금융시장","2024학년도 9월 모평 11번"
"925","511",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","62","Y","수입과 지출 및 신용 관리","2024학년도 9월 모평 16번"
"926","512",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","51","Y","수입과 지출 및 신용 관리","2023년 10월 학평 18번"
"927","513",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","상","34","Y","수입과 지출 및 신용 관리","2024학년도 수능 19번"
"928","514",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","45","Y","수입과 지출 및 신용 관리","2024년 3월 학평 14번"
"929","515",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","71","Y","수입과 지출 및 신용 관리","2024년 10월 학평 17번"
"930","516",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","67","Y","수입과 지출 및 신용 관리","2025학년도 수능 8번"
"931","517",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","83","Y","자산 관리의 원칙","2020학년도 9월 모평 9번"
"932","518",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","84","Y","자산 관리의 원칙 + 금융상품","2019년 3월 학평 2번"
"933","519",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","81","Y","자산 관리의 원칙 + 금융상품","2019학년도 6월 모평 4번"
"934","520",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","89","Y","금융상품","2025학년도 6월 모평 9번"
"935","521",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","69","Y","자산 관리의 원칙","2022학년도 수능 14번"
"936","522",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","70","Y","금융상품","2023년 4월 학평 17번"
"937","523",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","65","Y","금융상품","2021학년도 9월 모평 16번"
"938","524",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","70","Y","금융상품","2022학년도 9월 모평 11번"
"939","525",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","58","Y","금융상품","2022년 4월 학평 5번"
"940","526",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","62","Y","금융상품","2024년 3월 학평 2번"
"941","527",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","68","Y","금융상품","2023년 7월 학평 5번"
"942","528",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","76","Y","금융상품","2019년 10월 학평 12번"
"943","529",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","68","Y","금융상품","2020학년도 수능 11번"
"944","530",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","87","Y","금융상품","2021년 10월 학평 19번"
"945","531",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","71","Y","금융상품","2021년 7월 학평 10번"
"946","532",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","85","Y","금융상품","2021년 4월 학평 19번"
"947","533",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","61","Y","금융상품","2022년 3월 학평 13번"
"948","534",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","53","Y","금융상품","2023학년도 6월 모평 20번"
"949","535",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","51","Y","금융상품","2022년 4월 학평 8번"
"950","536",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","67","Y","금융상품","2025학년도 6월 모평 14번"
"951","537",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","79","Y","금융상품","2022학년도 6월 모평 3번"
"952","538",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","59","Y","금융상품","2023학년도 6월 모평 14번"
"953","539",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","51","Y","금융상품","2022년 3월 학평 8번"
"954","540",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","69","Y","금융상품","2024년 4월 학평 16번"
"955","541",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","82","Y","금융상품","2023학년도 수능 13번"
"956","542",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","54","Y","금융상품","2023학년도 수능 14번"
"957","543",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","73","Y","금융상품","2021학년도 6월 모평 5번"
"958","544",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","67","Y","금융상품","2021년 7월 학평 15번"
"959","545",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","76","Y","금융상품","2023년 3월 학평 17번"
"960","546",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","55","Y","금융상품","2023학년도 9월 모평 20번"
"961","547",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","80","Y","금융상품","2024년 10월 학평 15번"
"962","548",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","86","Y","금융상품","2021년 3월 학평 2번"
"963","549",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","59","Y","금융상품","2025학년도 9월 모평 9번"
"964","550",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","83","Y","금융상품","2024학년도 6월 모평 8번"
"965","551",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","72","Y","금융상품","2019년 7월 학평 8번"
"966","552",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","72","Y","금융상품","2022학년도 9월 모평 15번"
"967","553",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","71","Y","금융상품","2020학년도 6월 모평 18번"
"968","554",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","62","Y","금융상품","2020년 10월 학평 20번"
"969","556",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","81","Y","금융상품","2024학년도 9월 모평 12번"
"970","557",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","77","Y","금융상품","2023년 10월 학평 9번"
"971","558",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","71","Y","금융상품","2023년 10월 학평 15번"
"972","559",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","83","Y","금융상품","2024학년도 수능 8번"
"973","560",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","상","34","Y","금융상품","2023년 10월 학평 9번"
